title,brand,price,start_year,end_year,link
Dobradiça De Capot Esquerda Toyota Avensis Combi (_t27_) 2.2 D,Toyota,18.45,,,https://www.standvirtual.com/anuncio/dobradia-de-capot-esquerda-toyota-avensis-combi-t27-2-2-d-ID8P5T1b.html
Caixa De Fusiveis 82730-05170-c Toyota Avensis Combi (_t27_) 2.,Toyota,92.25,,,https://www.standvirtual.com/anuncio/caixa-de-fusiveis-82730-05170-c-toyota-avensis-combi-t27-2-ID8P5T1C.html
Caixa De Sofagem Toyota Avensis Combi (_t27_) 2.2 D-4d (adt271,Toyota,153.75,,,https://www.standvirtual.com/anuncio/caixa-de-sofagem-toyota-avensis-combi-t27-2-2-d-4d-adt271-ID8P5T1y.html
Módulo Confort / Fecho Central 89741-05090 Toyota Avensis Combi,Toyota,36.9,,,https://www.standvirtual.com/anuncio/mdulo-confort-fecho-central-89741-05090-toyota-avensis-combi-ID8P5T2l.html
Radiador De Sofagem Toyota Avensis Combi (_t27_) 2.2 D-4d (adt,Toyota,49.2,,,https://www.standvirtual.com/anuncio/radiador-de-sofagem-toyota-avensis-combi-t27-2-2-d-4d-adt-ID8P5T4k.html
Medidor Massa De Ar 22204-26010 Toyota Avensis Combi (_t27_) 2.,Toyota,61.5,,,https://www.standvirtual.com/anuncio/medidor-massa-de-ar-22204-26010-toyota-avensis-combi-t27-2-ID8P5T1K.html
Pedal De Travão Toyota Avensis Combi (_t27_) 2.2 D-4d (adt271_,Toyota,18.45,,,https://www.standvirtual.com/anuncio/pedal-de-travo-toyota-avensis-combi-t27-2-2-d-4d-adt271-ID8P5T30.html
Elevador Completo Frente Direito Elétrico Confort Toyota Avens,Toyota,92.25,,,https://www.standvirtual.com/anuncio/elevador-completo-frente-direito-eltrico-confort-toyota-avens-ID8P5T20.html
Encaixe De Cinto Trás Meio Duplo Toyota Avensis Combi (_t27_),Toyota,36.9,,,https://www.standvirtual.com/anuncio/encaixe-de-cinto-trs-meio-duplo-toyota-avensis-combi-t27-ID8P5T3s.html
Coluna Som Trás Toyota Avensis Combi (_t27_) 2.2 D-4d (adt271_,Toyota,24.6,,,https://www.standvirtual.com/anuncio/coluna-som-trs-toyota-avensis-combi-t27-2-2-d-4d-adt271-ID8P5T2h.html
Coluna Som Frente Toyota Avensis Combi (_t27_) 2.2 D-4d (adt27,Toyota,24.6,,,https://www.standvirtual.com/anuncio/coluna-som-frente-toyota-avensis-combi-t27-2-2-d-4d-adt27-ID8P5T2g.html
Forra De Motor Superior Toyota Avensis Combi (_t27_) 2.2 D-4d,Toyota,49.2,,,https://www.standvirtual.com/anuncio/forra-de-motor-superior-toyota-avensis-combi-t27-2-2-d-4d-ID8P5T44.html
Frente Chapa/fibra Toyota Avensis Combi (_t27_) 2.2 D-4d (adt2,Toyota,36.9,,,https://www.standvirtual.com/anuncio/frente-chapa-fibra-toyota-avensis-combi-t27-2-2-d-4d-adt2-ID8P5T1d.html
Motor De Sofagem Toyota Avensis Combi (_t27_) 2.2 D-4d (adt271,Toyota,61.5,,,https://www.standvirtual.com/anuncio/motor-de-sofagem-toyota-avensis-combi-t27-2-2-d-4d-adt271-ID8P5T1x.html
Borracha De Carroçaria Porta Frente Direita Toyota Avensis Com,Toyota,18.45,,,https://www.standvirtual.com/anuncio/borracha-de-carroaria-porta-frente-direita-toyota-avensis-com-ID8P5T2s.html
Volante Toyota Avensis Combi (_t27_) 2.2 D-4d (adt271_),Toyota,73.8,,,https://www.standvirtual.com/anuncio/volante-toyota-avensis-combi-t27-2-2-d-4d-adt271-ID8P5T2R.html
Caixa De Direcção Toyota Avensis Combi (_t27_) 2.2 D-4d (adt27,Toyota,184.5,,,https://www.standvirtual.com/anuncio/caixa-de-direco-toyota-avensis-combi-t27-2-2-d-4d-adt27-ID8P5T3O.html
Motor 2ad Toyota Avensis Combi (_t27_) 2.2 D-4d (adt271_),Toyota,1.845,,,https://www.standvirtual.com/anuncio/motor-2ad-toyota-avensis-combi-t27-2-2-d-4d-adt271-ID8P5T3v.html
Quadrante 83800-05k40 Toyota Avensis Combi (_t27_) 2.2 D-4d (ad,Toyota,184.5,,,https://www.standvirtual.com/anuncio/quadrante-83800-05k40-toyota-avensis-combi-t27-2-2-d-4d-ad-ID8P5T1X.html
Encaixe De Cinto Frente Direito Toyota Avensis Combi (_t27_) 2,Toyota,36.9,,,https://www.standvirtual.com/anuncio/encaixe-de-cinto-frente-direito-toyota-avensis-combi-t27-2-ID8P5T3j.html
Elevador Completo Trás Esquerdo Elétrico Confort Toyota Avensi,Toyota,92.25,,,https://www.standvirtual.com/anuncio/elevador-completo-trs-esquerdo-eltrico-confort-toyota-avensi-ID8P5T21.html
Panela De Escape Toyota Avensis Combi (_t27_) 2.2 D-4d (adt271,Toyota,49.2,,,https://www.standvirtual.com/anuncio/panela-de-escape-toyota-avensis-combi-t27-2-2-d-4d-adt271-ID8P5T4a.html
Consola Central Toyota Avensis Combi (_t27_) 2.2 D-4d (adt271_,Toyota,61.5,,,https://www.standvirtual.com/anuncio/consola-central-toyota-avensis-combi-t27-2-2-d-4d-adt271-ID8P5T3d.html
Fechadura Porta Trás Esquerda Toyota Avensis Combi (_t27_) 2.2,Toyota,61.5,,,https://www.standvirtual.com/anuncio/fechadura-porta-trs-esquerda-toyota-avensis-combi-t27-2-2-ID8P5T2c.html
Sensor Abs Frente Direito Toyota Avensis Combi (_t27_) 2.2 D-4,Toyota,24.6,,,https://www.standvirtual.com/anuncio/sensor-abs-frente-direito-toyota-avensis-combi-t27-2-2-d-4-ID8P5T27.html
Puxador Interior Frente Direito Toyota Avensis Combi (_t27_) 2,Toyota,24.6,,,https://www.standvirtual.com/anuncio/puxador-interior-frente-direito-toyota-avensis-combi-t27-2-ID8P5T1j.html
Pala De Sol Direita Toyota Avensis Combi (_t27_) 2.2 D-4d (adt,Toyota,30.75,,,https://www.standvirtual.com/anuncio/pala-de-sol-direita-toyota-avensis-combi-t27-2-2-d-4d-adt-ID8P5T2A.html
Potenciometro 78110-02020 Toyota Avensis Combi (_t27_) 2.2 D-4d,Toyota,61.5,,,https://www.standvirtual.com/anuncio/potenciometro-78110-02020-toyota-avensis-combi-t27-2-2-d-4d-ID8P5T26.html
Tubo De Intercooler Toyota Avensis Combi (_t27_) 2.2 D-4d (adt,Toyota,36.9,,,https://www.standvirtual.com/anuncio/tubo-de-intercooler-toyota-avensis-combi-t27-2-2-d-4d-adt-ID8P5T4V.html
Centralina Do Motor 89661-05d10 Toyota Avensis Combi (_t27_) 2.,Toyota,184.5,,,https://www.standvirtual.com/anuncio/centralina-do-motor-89661-05d10-toyota-avensis-combi-t27-2-ID8P5T1H.html
Porta Luvas Toyota Avensis Combi (_t27_) 2.2 D-4d (adt271_),Toyota,61.5,,,https://www.standvirtual.com/anuncio/porta-luvas-toyota-avensis-combi-t27-2-2-d-4d-adt271-ID8P5T2G.html
Forra Curcuvan Direita Toyota Avensis Combi (_t27_) 2.2 D-4d (,Toyota,18.45,,,https://www.standvirtual.com/anuncio/forra-curcuvan-direita-toyota-avensis-combi-t27-2-2-d-4d-ID8P5T1t.html
Centralina De Direcção Assistida 89650-05100 Toyota Avensis Com,Toyota,123.0,,,https://www.standvirtual.com/anuncio/centralina-de-direco-assistida-89650-05100-toyota-avensis-com-ID8P5T1G.html
Cinto Trás Direito Toyota Avensis Combi (_t27_) 2.2 D-4d (adt2,Toyota,49.2,,,https://www.standvirtual.com/anuncio/cinto-trs-direito-toyota-avensis-combi-t27-2-2-d-4d-adt2-ID8P5T2t.html
Puxador Exterior Frente Esquerdo Toyota Avensis Combi (_t27_),Toyota,49.2,,,https://www.standvirtual.com/anuncio/puxador-exterior-frente-esquerdo-toyota-avensis-combi-t27-ID8P5T1g.html
Alternador 27060-0g021 Toyota Avensis Combi (_t27_) 2.2 D-4d (a,Toyota,92.25,,,https://www.standvirtual.com/anuncio/alternador-27060-0g021-toyota-avensis-combi-t27-2-2-d-4d-a-ID8P5T1A.html
Coluna Som Trás Toyota Avensis Combi (_t27_) 2.2 D-4d (adt271_,Toyota,24.6,,,https://www.standvirtual.com/anuncio/coluna-som-trs-toyota-avensis-combi-t27-2-2-d-4d-adt271-ID8P5T2j.html
Forra Plástico De Coluna/volante Toyota Avensis Combi (_t27_),Toyota,30.75,,,https://www.standvirtual.com/anuncio/forra-plstico-de-coluna-volante-toyota-avensis-combi-t27-ID8P5T2X.html
Catalizador 9152_10095x Toyota Avensis Combi (_t27_) 2.2 D-4d (,Toyota,492.0,,,https://www.standvirtual.com/anuncio/catalizador-9152-10095x-toyota-avensis-combi-t27-2-2-d-4d-ID8P5T3R.html
Elevador Completo Trás Direito Elétrico Confort Toyota Avensis,Toyota,92.25,,,https://www.standvirtual.com/anuncio/elevador-completo-trs-direito-eltrico-confort-toyota-avensis-ID8P5T22.html
Espelho Retrovisor Interior Toyota Avensis Combi (_t27_) 2.2 D,Toyota,61.5,,,https://www.standvirtual.com/anuncio/espelho-retrovisor-interior-toyota-avensis-combi-t27-2-2-d-ID8P5T1c.html
Puxador Interior Trás Direito Toyota Avensis Combi (_t27_) 2.2,Toyota,24.6,,,https://www.standvirtual.com/anuncio/puxador-interior-trs-direito-toyota-avensis-combi-t27-2-2-ID8P5T1l.html
Radiador Do Intercooler Toyota Avensis Combi (_t27_) 2.2 D-4d,Toyota,98.4,,,https://www.standvirtual.com/anuncio/radiador-do-intercooler-toyota-avensis-combi-t27-2-2-d-4d-ID8P5T4n.html
Amortecedor De Mala Toyota Avensis Combi (_t27_) 2.2 D-4d (adt,Toyota,12.3,,,https://www.standvirtual.com/anuncio/amortecedor-de-mala-toyota-avensis-combi-t27-2-2-d-4d-adt-ID8P5T1u.html
Apoio Motor Toyota Avensis Combi (_t27_) 2.2 D-4d (adt271_),Toyota,30.75,,,https://www.standvirtual.com/anuncio/apoio-motor-toyota-avensis-combi-t27-2-2-d-4d-adt271-ID8P5T3C.html
Ótica / Farol Direito Toyota Avensis Combi (_t27_) 2.2 D-4d (a,Toyota,61.5,,,https://www.standvirtual.com/anuncio/tica-farol-direito-toyota-avensis-combi-t27-2-2-d-4d-a-ID8P5T2p.html
Motor De Arranque 28100-0r010 Toyota Avensis Combi (_t27_) 2.2,Toyota,92.25,,,https://www.standvirtual.com/anuncio/motor-de-arranque-28100-0r010-toyota-avensis-combi-t27-2-2-ID8P5T47.html
Motor De Comporta De Sofagem 063_800-0920 Toyota Avensis Combi,Toyota,36.9,,,https://www.standvirtual.com/anuncio/motor-de-comporta-de-sofagem-063-800-0920-toyota-avensis-combi-ID8P5T29.html
Medidor Massa De Ar 22204-26010 Toyota Avensis Combi (_t27_) 2.,Toyota,61.5,,,https://www.standvirtual.com/anuncio/medidor-massa-de-ar-22204-26010-toyota-avensis-combi-t27-2-ID8P5T1K.html
Pedal De Travão Toyota Avensis Combi (_t27_) 2.2 D-4d (adt271_,Toyota,18.45,,,https://www.standvirtual.com/anuncio/pedal-de-travo-toyota-avensis-combi-t27-2-2-d-4d-adt271-ID8P5T30.html
Elevador Completo Frente Direito Elétrico Confort Toyota Avens,Toyota,92.25,,,https://www.standvirtual.com/anuncio/elevador-completo-frente-direito-eltrico-confort-toyota-avens-ID8P5T20.html
Encaixe De Cinto Trás Meio Duplo Toyota Avensis Combi (_t27_),Toyota,36.9,,,https://www.standvirtual.com/anuncio/encaixe-de-cinto-trs-meio-duplo-toyota-avensis-combi-t27-ID8P5T3s.html
Coluna Som Trás Toyota Avensis Combi (_t27_) 2.2 D-4d (adt271_,Toyota,24.6,,,https://www.standvirtual.com/anuncio/coluna-som-trs-toyota-avensis-combi-t27-2-2-d-4d-adt271-ID8P5T2h.html
Coluna Som Frente Toyota Avensis Combi (_t27_) 2.2 D-4d (adt27,Toyota,24.6,,,https://www.standvirtual.com/anuncio/coluna-som-frente-toyota-avensis-combi-t27-2-2-d-4d-adt27-ID8P5T2g.html
Forra De Motor Superior Toyota Avensis Combi (_t27_) 2.2 D-4d,Toyota,49.2,,,https://www.standvirtual.com/anuncio/forra-de-motor-superior-toyota-avensis-combi-t27-2-2-d-4d-ID8P5T44.html
Frente Chapa/fibra Toyota Avensis Combi (_t27_) 2.2 D-4d (adt2,Toyota,36.9,,,https://www.standvirtual.com/anuncio/frente-chapa-fibra-toyota-avensis-combi-t27-2-2-d-4d-adt2-ID8P5T1d.html
Motor De Sofagem Toyota Avensis Combi (_t27_) 2.2 D-4d (adt271,Toyota,61.5,,,https://www.standvirtual.com/anuncio/motor-de-sofagem-toyota-avensis-combi-t27-2-2-d-4d-adt271-ID8P5T1x.html
Borracha De Carroçaria Porta Frente Direita Toyota Avensis Com,Toyota,18.45,,,https://www.standvirtual.com/anuncio/borracha-de-carroaria-porta-frente-direita-toyota-avensis-com-ID8P5T2s.html
Botão Simples De Elevador De Vidro Toyota Avensis Combi (_t27_,Toyota,18.45,,,https://www.standvirtual.com/anuncio/boto-simples-de-elevador-de-vidro-toyota-avensis-combi-t27-ID8P5T1Z.html
Bomba De Combustível Toyota Avensis Combi (_t27_) 2.2 D-4d (ad,Toyota,92.25,,,https://www.standvirtual.com/anuncio/bomba-de-combustvel-toyota-avensis-combi-t27-2-2-d-4d-ad-ID8P5T3H.html
Coluna De Direcção Toyota Avensis Combi (_t27_) 2.2 D-4d (adt2,Toyota,184.5,,,https://www.standvirtual.com/anuncio/coluna-de-direco-toyota-avensis-combi-t27-2-2-d-4d-adt2-ID8P5T3U.html
Puxador Exterior Frente Direito Toyota Avensis Combi (_t27_) 2,Toyota,49.2,,,https://www.standvirtual.com/anuncio/puxador-exterior-frente-direito-toyota-avensis-combi-t27-2-ID8P5T1f.html
Abs 02659_50749 Toyota Avensis Combi (_t27_) 2.2 D-4d (adt271_),Toyota,184.5,,,https://www.standvirtual.com/anuncio/abs-02659-50749-toyota-avensis-combi-t27-2-2-d-4d-adt271-ID8P5T1z.html
Tubo De água Toyota Avensis Combi (_t27_) 2.2 D-4d (adt271_),Toyota,30.75,,,https://www.standvirtual.com/anuncio/tubo-de-gua-toyota-avensis-combi-t27-2-2-d-4d-adt271-ID8P5T4K.html
Ótica / Farol Esquerdo Toyota Avensis Combi (_t27_) 2.2 D-4d (,Toyota,153.75,,,https://www.standvirtual.com/anuncio/tica-farol-esquerdo-toyota-avensis-combi-t27-2-2-d-4d-ID8P5T2q.html
Centralina / Módulo De Ignição 89690-05010 Toyota Avensis Comb,Toyota,61.5,,,https://www.standvirtual.com/anuncio/centralina-mdulo-de-ignio-89690-05010-toyota-avensis-comb-ID8P5T1F.html
Sonda Lambda Toyota Avensis Combi (_t27_) 2.2 D-4d (adt271_),Toyota,36.9,,,https://www.standvirtual.com/anuncio/sonda-lambda-toyota-avensis-combi-t27-2-2-d-4d-adt271-ID8P5T1V.html
Encaixe De Cinto Frente Esquerdo Toyota Avensis Combi (_t27_),Toyota,36.9,,,https://www.standvirtual.com/anuncio/encaixe-de-cinto-frente-esquerdo-toyota-avensis-combi-t27-ID8P5T3g.html
Climatronic 55900-05390 Toyota Avensis Combi (_t27_) 2.2 D-4d (,Toyota,123.0,,,https://www.standvirtual.com/anuncio/climatronic-55900-05390-toyota-avensis-combi-t27-2-2-d-4d-ID8P5T24.html
Difusor Frente Direito Toyota Avensis Combi (_t27_) 2.2 D-4d (,Toyota,24.6,,,https://www.standvirtual.com/anuncio/difusor-frente-direito-toyota-avensis-combi-t27-2-2-d-4d-ID8P5T3a.html
Rádio Toyota Avensis Combi (_t27_) 2.2 D-4d (adt271_),Toyota,153.75,,,https://www.standvirtual.com/anuncio/rdio-toyota-avensis-combi-t27-2-2-d-4d-adt271-ID8P5T2N.html
Comando / Botão Regulador Altura De Farois Frente Toyota Avens,Toyota,12.3,,,https://www.standvirtual.com/anuncio/comando-boto-regulador-altura-de-farois-frente-toyota-avens-ID8P5T1J.html
Elevador Completo Trás Direito Elétrico Confort Toyota Avensis,Toyota,92.25,,,https://www.standvirtual.com/anuncio/elevador-completo-trs-direito-eltrico-confort-toyota-avensis-ID8P5T22.html
Espelho Retrovisor Interior Toyota Avensis Combi (_t27_) 2.2 D,Toyota,61.5,,,https://www.standvirtual.com/anuncio/espelho-retrovisor-interior-toyota-avensis-combi-t27-2-2-d-ID8P5T1c.html
Puxador Interior Trás Direito Toyota Avensis Combi (_t27_) 2.2,Toyota,24.6,,,https://www.standvirtual.com/anuncio/puxador-interior-trs-direito-toyota-avensis-combi-t27-2-2-ID8P5T1l.html
Radiador Do Intercooler Toyota Avensis Combi (_t27_) 2.2 D-4d,Toyota,98.4,,,https://www.standvirtual.com/anuncio/radiador-do-intercooler-toyota-avensis-combi-t27-2-2-d-4d-ID8P5T4n.html
Amortecedor De Mala Toyota Avensis Combi (_t27_) 2.2 D-4d (adt,Toyota,12.3,,,https://www.standvirtual.com/anuncio/amortecedor-de-mala-toyota-avensis-combi-t27-2-2-d-4d-adt-ID8P5T1u.html
Apoio Motor Toyota Avensis Combi (_t27_) 2.2 D-4d (adt271_),Toyota,30.75,,,https://www.standvirtual.com/anuncio/apoio-motor-toyota-avensis-combi-t27-2-2-d-4d-adt271-ID8P5T3C.html
Ótica / Farol Direito Toyota Avensis Combi (_t27_) 2.2 D-4d (a,Toyota,61.5,,,https://www.standvirtual.com/anuncio/tica-farol-direito-toyota-avensis-combi-t27-2-2-d-4d-a-ID8P5T2p.html
Motor De Arranque 28100-0r010 Toyota Avensis Combi (_t27_) 2.2,Toyota,92.25,,,https://www.standvirtual.com/anuncio/motor-de-arranque-28100-0r010-toyota-avensis-combi-t27-2-2-ID8P5T47.html
Radiador Da água Honda Civic Vi Fastback 1.4 I,Honda,36.9,,,https://www.standvirtual.com/anuncio/radiador-da-gua-honda-civic-vi-fastback-1-4-i-ID8P5T10.html
Forra Cave Roda Frente Direita Completa Toyota Avensis Combi (,Toyota,24.6,,,https://www.standvirtual.com/anuncio/forra-cave-roda-frente-direita-completa-toyota-avensis-combi-ID8P5T18.html
Caixa De Velocidades Aut. Toyota Avensis Combi (_t27_) 2.2 D-4,Toyota,922.5,,,https://www.standvirtual.com/anuncio/caixa-de-velocidades-aut-toyota-avensis-combi-t27-2-2-d-4-ID8P5T16.html
Bomba Embraiagem Caixa Honda Civic Vi Fastback 1.4 I,Honda,18.45,,,https://www.standvirtual.com/anuncio/bomba-embraiagem-caixa-honda-civic-vi-fastback-1-4-i-ID8P5T0V.html
Transmissão Frente Direita Toyota Avensis Combi (_t27_) 2.2 D-,Toyota,92.25,,,https://www.standvirtual.com/anuncio/transmisso-frente-direita-toyota-avensis-combi-t27-2-2-d-ID8P5T14.html
Transmissão Frente Esquerda Toyota Avensis Combi (_t27_) 2.2 D,Toyota,92.25,,,https://www.standvirtual.com/anuncio/transmisso-frente-esquerda-toyota-avensis-combi-t27-2-2-d-ID8P5T15.html
Capot Toyota Avensis Combi (_t27_) 2.2 D-4d (adt271_),Toyota,123.0,,,https://www.standvirtual.com/anuncio/capot-toyota-avensis-combi-t27-2-2-d-4d-adt271-ID8P5T19.html
Dobradiça De Capot Direita Toyota Avensis Combi (_t27_) 2.2 D-,Toyota,18.45,,,https://www.standvirtual.com/anuncio/dobradia-de-capot-direita-toyota-avensis-combi-t27-2-2-d-ID8P5T1a.html
Caixa Filtro De Ar Honda Civic Vi Fastback 1.4 I,Honda,30.75,,,https://www.standvirtual.com/anuncio/caixa-filtro-de-ar-honda-civic-vi-fastback-1-4-i-ID8P5T12.html
Motor De Arranque Honda Civic Vi Fastback 1.4 I,Honda,49.2,,,https://www.standvirtual.com/anuncio/motor-de-arranque-honda-civic-vi-fastback-1-4-i-ID8P5T0Z.html
